"Duree_Connexion","Octets_Source_Vers_Dest","Octets_Dest_Vers_Source","Taux_Paquets_Secondes","Fenetre_TCP_Moyenne","Ports_Dest_Distincts","Connexions_Simultanees","Taux_Erreur_CheckSum","Frequence_SYN_Flags","Statut_Menace"
18990.57,2327.37,6354.3,118.78,65535,4,2,0.0147,0.1898,"0"
60655.65,2980.16,4178.02,111.3,4096,2,3,0.0139,0.188,"0"
24506.18,1077.19,1384.49,138.88,1024,1,10,0.0427,0.1193,"0"
9544.64,3023.61,3296.99,117.09,4096,0,3,0.3307,0.1712,"3"
37878.44,2113.84,615.35,9.11,4096,1,3,0.0071,0.1023,"0"
20173.4,296.54,786.74,104.38,4096,1,8,0.0131,0.193,"0"
14654.59,3758.66,5919.88,88.91,4096,0,2,0.0168,0.0809,"0"
69318.59,11769.22,5941.33,121.13,16384,63,3,0.0354,0.1569,"1"
89465.13,950.99,445.9,32.82,4096,6,4,0.0403,0.146,"0"
12824.06,3391.54,3512.25,96.86,2048,2,5,0.0042,0.1484,"0"
11468.29,3175.86,4526.66,183.84,4096,28,11,0.0206,0.0682,"1"
21904.65,1417.49,3836,140.42,1024,1,8,0.0342,0.0751,"0"
2221.59,3444.76,5929.71,24.46,4096,3,8,0.0044,0.0696,"0"
165879.2,3379.98,3644.04,11.39,1024,2,5,0.0343,0.1576,"0"
1884.81,1530.28,1023.98,236.96,4096,189,5,0.0373,0.0846,"1"
66001.6,49807.23,2194.36,236.29,16384,2,9,0.0064,0.7033,"2"
46791.64,2575.72,8458.99,112.24,2048,5,9,0.034,0.1813,"0"
97539.71,5204.91,2970.09,59.2,65535,1,6,0.0434,0.0483,"0"
122607.46,1317.89,2647.42,72.91,2048,97,5,0.0015,0.0189,"1"
290210.21,3804.53,4877.3,17.99,1024,4,9,0.0438,0.0535,"0"
58160.91,2506.83,2546.46,118.77,16384,1,4,0.02,0.1444,"0"
148715.06,3831.11,2387.78,56.97,1024,1,7,0.0178,0.0998,"0"
116549.39,499.82,4515.01,143.26,65535,2,5,0.0181,0.1634,"0"
39758.74,2390.57,3366.56,112.51,16384,0,4,0.0054,0.1235,"0"
27363.15,1500.13,5421.91,25.24,65535,2,2,0.0214,0.126,"0"
23813.29,78585.36,1862.16,496.83,8192,2,7,0.0233,0.8614,"2"
111401.84,2734.62,890.45,148.29,65535,2,2,0.0142,0.0475,"0"
71096.02,1582.46,9164.02,70.69,65535,2,5,0.0033,0.1687,"0"
10623.74,551.72,5053.75,134.08,4096,2,2,0.0378,0.134,"0"
16668.07,77009.65,2601.64,565.87,2048,0,3,0.0301,0.9295,"2"
8738.48,2612.17,6673.89,16.84,2048,1,6,0.0277,0.022,"0"
14796.03,1431.39,5934.42,135.25,4096,2,4,0.0088,0.0523,"0"
33609.39,1733.18,1083.71,107.43,16384,4,4,0.0302,0.13,"0"
130033.75,1183.44,5237.65,63.75,1024,96,8,0.0459,0.1801,"1"
75621.74,3961.43,7634.56,251.26,8192,126,3,0.0046,0.1881,"1"
44770.92,472.58,2802.09,33.26,16384,1,8,0.0489,0.1518,"0"
311754.26,2751.5,3214.23,123.18,2048,6,3,0.0317,0.1386,"0"
117410.34,49419.11,5353.19,666.4,1024,1,5,0.0223,0.7909,"2"
20822.73,3753.11,3797.21,190.22,1024,111,6,0.0255,0.0866,"1"
89727.92,4956.74,2440.22,50.43,1024,1,2,0.0427,0.1505,"0"
128853.52,2680.04,540.59,109.33,65535,3,5,0.0022,0.0182,"0"
127296.7,1242.62,4059.1,3.39,8192,1,2,0.0453,0.1662,"0"
5624.18,2215.96,5167.75,68.22,2048,0,4,0.0108,0.1077,"0"
17613.13,2194.31,2062.19,114.38,16384,0,1,0.0174,0.0843,"0"
34504.91,47414.41,3838.71,309.79,1024,5,6,0.0065,0.7105,"2"
23041.98,3951.6,2545.7,90.38,1024,2,6,0.2935,0.0747,"3"
120830.96,2165.44,7646.55,72.22,2048,3,5,0.0178,0.0327,"0"
5563.91,2056.71,831.41,38.38,8192,2,7,0.1769,0.0854,"3"
4639.22,998.74,12116.13,124.78,16384,3,5,0.0266,0.0991,"0"
49463.11,1452.53,1294.1,127.79,16384,4,8,0.0444,0.1954,"0"
31836.94,4005.95,145.83,102.22,2048,162,8,0.0032,0.0541,"1"
24999.71,2355.58,5343.91,88.41,65535,1,6,0.031,0.0396,"0"
53338.33,1527.88,2140.94,26.17,65535,0,5,0.0398,0.1792,"0"
49481.4,1130.21,2474.03,101.46,2048,3,4,0.0195,0.184,"0"
13467.47,318.37,5421.52,46.8,8192,1,3,0.0338,0.1784,"0"
29435.03,6360.36,3931.67,122.21,2048,1,3,0.0375,0.0424,"0"
8564.46,2078.07,6906.92,37.34,65535,1,8,0.0484,0.007,"0"
22511.7,2730.44,913.96,121.65,1024,2,5,0.0263,0.1008,"0"
62356.12,930.43,1822.22,146.49,16384,1,6,0.0056,0.1211,"0"
17211.57,7648.38,2980.37,80.86,16384,0,5,0.0178,0.1059,"0"
70220.42,3325.72,4812.82,6.62,4096,1,3,0.0331,0.1231,"0"
6254.87,4622.88,1562.82,81.64,2048,2,4,0.0156,0.139,"0"
123060.17,2225.52,1989.43,81.4,4096,2,6,0.0394,0.1744,"0"
18689.29,5517.48,697.82,15.43,4096,3,4,0.0065,0.0216,"0"
15546.13,317.31,9428.45,100.14,8192,0,5,0.015,0.0817,"0"
72327,10171.77,2358.19,110.6,16384,1,2,0.0085,0.0013,"0"
40697,134.68,8450.21,163.51,8192,113,4,0.0271,0.1643,"1"
43834.38,3134.34,3230.28,89.19,2048,1,5,0.047,0.0771,"0"
11729.62,6467.16,4995.18,123.05,16384,4,7,0.0215,0.0067,"0"
201061.77,24390.13,3280.36,248.47,4096,1,3,0.0066,0.8154,"2"
42792.33,1380.54,7159.05,31.99,1024,1,2,0.029,0.047,"0"
57157.73,2583.75,9633.31,113.06,2048,0,3,0.0014,0.1035,"0"
3289.53,3360.55,5173.68,27.99,8192,2,5,0.0412,0.1327,"0"
24864.94,3543.6,2815.42,148.8,16384,2,6,0.1426,0.1378,"3"
7857.77,2778.81,2225.14,108.66,16384,2,6,0.0483,0.0307,"0"
51946.29,1040.1,2643.32,9.74,2048,3,3,0.0478,0.0927,"0"
12601.2,5541.02,5457.79,93.36,1024,2,3,0.0383,0.1875,"0"
16868.32,3141.5,3264.97,97.85,65535,1,8,0.0385,0.033,"0"
67058.32,4125.74,1040.8,90.95,4096,0,6,0.0197,0.1479,"0"
2043.85,2446.31,2269.03,38.96,8192,5,3,0.0177,0.0567,"0"
12911.63,4400.91,2739.04,87.68,65535,3,4,0.0469,0.0772,"0"
61023.58,1358.85,5168.78,140.7,8192,1,4,0.0296,0.1936,"0"
13352.13,2564,1956.68,43.02,4096,1,4,0.1532,0.1588,"3"
18526.65,1232.71,883.14,203.87,16384,65,6,0.0331,0.0797,"1"
7203.02,2158.44,1024.21,53.68,4096,3,4,0.015,0.0524,"0"
28549.06,3442.38,815.91,55.48,65535,5,2,0.0175,0.1869,"0"
3600.63,1016.37,5132.37,2.49,4096,3,2,0.0228,0.0317,"0"
26656.63,380.9,562.68,103.61,1024,1,4,0.0173,0.0647,"0"
15760.21,1635,1454.57,196.8,65535,120,5,0.0136,0.0332,"1"
37901.05,1780.45,2311.28,55.43,8192,3,8,0.0049,0.1225,"0"
47345.45,3101.57,9918.08,124.65,16384,4,7,0.008,0.1012,"0"
47323.13,3346.07,3227.73,91.45,2048,1,4,0.0425,0.1131,"0"
36244.19,2426.23,1098.13,138.08,4096,1,4,0.0313,0.0636,"0"
17218.14,2246.4,1020.98,37.94,65535,2,6,0.0383,0.192,"0"
91190.69,2856.3,4261.88,69.44,4096,3,4,0.0094,0.178,"0"
20871.73,5989.53,1662.66,6.76,2048,3,5,0.0119,0.0373,"0"
34525.31,4094.4,3749.52,77.82,8192,3,3,0.012,0.005,"0"
18469.58,6964.37,4671.31,112.62,2048,1,5,0.3445,0.1306,"3"
20848.01,1279.62,1565.89,96.91,16384,2,6,0.0014,0.0365,"0"
46678.99,2553.43,7172.52,51.5,2048,2,5,0.0309,0.0653,"0"
8805.23,6039.24,5620.81,248.11,8192,192,8,0.0413,0.1011,"1"
28187.97,6878.58,5313.78,71.48,65535,3,4,0.0431,0.0341,"0"
19617.63,3072.37,913.6,74.59,1024,4,11,0.0373,0.1,"0"
31715.76,4144.49,8390.05,16.56,16384,1,6,0.0285,0.0268,"0"
18533.04,4156.78,12466.47,71.95,2048,2,9,0.0037,0.0522,"0"
25137.34,5318.14,4133.02,78.46,2048,2,5,0.0071,0.0789,"0"
27289.2,3982.19,3336.07,17.97,8192,3,5,0.2639,0.1286,"3"
68851.64,42182.18,420.31,882.39,1024,2,4,0.0387,0.7034,"2"
56834.27,1461.81,104.15,100.05,4096,3,4,0.0011,0.0097,"0"
19908.02,10749.84,1377.33,385.17,4096,1,2,0.0048,0.8773,"2"
135379.99,989.19,2085.05,38.63,4096,2,7,0.0353,0.0254,"0"
63043.29,2808.81,1253.54,123.59,65535,94,4,0.0436,0.0883,"1"
113985.19,53803.06,3285.29,457.74,16384,3,5,0.0433,0.8369,"2"
53641.81,884.68,10604.35,85.34,4096,0,4,0.0201,0.023,"0"
7787.55,926.99,1556.23,100.62,2048,3,7,0.038,0.0991,"0"
78771.59,5996.68,4211.3,6.75,65535,0,2,0.0179,0.1279,"0"
42716.85,820.01,3416.57,16.97,8192,2,6,0.0346,0.0958,"0"
41316.78,6120.89,4606.67,282.63,8192,47,8,0.0092,0.0165,"1"
77421.32,96956.57,4870.05,790.93,1024,0,5,0.0103,0.7211,"2"
14618.3,1146.25,2233.29,38.98,2048,1,4,0.0228,0.1314,"0"
92432.13,456.45,993.37,33.25,16384,3,5,0.0019,0.0571,"0"
149811.02,916.74,1086.77,213.56,16384,43,9,0.0448,0.1172,"1"
25304.39,1792.32,6911.31,101.91,8192,1,4,0.2467,0.1106,"3"
2997.75,2262.17,494.3,75.05,1024,2,5,0.0186,0.1668,"0"
21430.53,655.83,2409.33,91.89,2048,31,6,0.0369,0.1565,"1"
104262.66,3012.59,3350.24,96.99,8192,2,3,0.0273,0.0267,"0"
647.98,37238.47,4853.63,320.14,16384,1,8,0.0071,0.8833,"2"
70386.44,3077.1,5147.91,121.42,16384,1,6,0.0402,0.0594,"0"
117790.45,3997.48,4552.8,30.52,4096,0,3,0.0232,0.0834,"0"
44754.27,1153.25,517.49,88.84,2048,0,8,0.0339,0.0045,"0"
15037.85,4807.97,5948.63,113.27,2048,2,4,0.0282,0.0163,"0"
82351.45,655.06,5375.17,148.75,2048,1,6,0.0282,0.1314,"0"
62311.22,551.02,2098.88,137.48,65535,0,5,0.045,0.0316,"0"
28102.66,3379.93,4016.77,37.67,65535,1,1,0.0453,0.0434,"0"
81072.94,7733.65,4949.21,4.71,8192,1,4,0.0034,0.0226,"0"
65869.3,37597.56,1293.29,597.54,16384,4,4,0.0214,0.7145,"2"
16379.3,5676.99,6481.88,113.25,1024,0,2,0.0369,0.0993,"0"
NA,738.2,6385.8,81.7,4096,3,5,0.0408,0.1847,"0"
4526.03,2694.8,5217.64,139.26,65535,36,2,0.0312,0.1327,"1"
58938.94,5365.45,9349.7,185.26,1024,153,7,0.0225,0.1342,"1"
31150.22,3842.39,3168.67,19.55,65535,2,2,0.0308,0.1456,"0"
119435.68,2779.03,3765.92,185.73,65535,141,6,0.0482,0.0298,"1"
28761.47,2530.2,2658.3,25.05,2048,3,4,0.0241,0.0415,"0"
16040.15,3551.5,3724.53,8.15,1024,3,6,0.0193,0.1752,"0"
13672.84,2779.64,6632.37,59.55,16384,1,3,0.019,0.1634,"0"
148204.23,5359.77,6709.61,107.3,4096,2,10,0.0169,0.1006,"0"
84623.02,26744.61,1425.29,274.06,65535,3,9,0.038,0.8205,"2"
2110.31,1511.68,4016.66,30.88,1024,2,3,0.0347,0.0747,"0"
2187.67,628.7,5011.46,137.36,65535,4,3,0.035,0.0977,"0"
15587.58,1363.61,4137.77,91.25,8192,4,3,0.0376,0.0509,"0"
62319.08,8529.82,3782.77,294.89,16384,43,3,0.048,0.1902,"1"
69877.69,791.48,2451.06,109.43,2048,2,3,0.0227,0.1211,"0"
66215.45,941.13,2492.69,146.08,2048,1,7,0.0463,0.1005,"0"
211724.06,1817.22,3875.62,1.92,2048,0,7,0.0058,0.1455,"0"
27242.77,5495.94,3690.83,52.45,65535,47,5,0.0126,0.046,"1"
1092.22,65632.87,3690.98,711.25,16384,5,6,0.0037,0.7294,"2"
7400.35,4434.82,3235.66,36.8,2048,4,7,0.0243,0.1879,"0"
49542.04,1413.46,1371.51,13.36,65535,0,6,0.0179,0.0465,"0"
10436.43,3241.6,2728.97,120.95,16384,5,5,0.0235,0.0817,"0"
46756.53,1550.95,2893.14,92.26,65535,3,7,0.0348,0.1885,"0"
19963.93,684.16,1378.54,26.62,8192,1,4,0.0037,0.1326,"0"
5628.68,3261.27,1340.94,75.15,65535,2,8,0.0186,0.1649,"0"
509.64,49194.42,6562.5,727.67,65535,5,8,0.0027,0.7748,"2"
11610.44,1992.73,3492.67,77,2048,2,0,0.0105,0.0229,"0"
27569.69,5999.89,2085.23,126.87,2048,2,6,0.0282,0.12,"0"
15102.68,1770.41,1723.79,53.01,4096,6,4,0.3707,0.1606,"3"
14630.92,765.02,1222.39,76.13,8192,0,10,0.0096,0.075,"0"
11549.74,2314.08,458.51,95.97,1024,1,5,0.2184,0.1571,"3"
41336.61,1648.95,7295.74,67.21,1024,1,3,0.042,0.0386,"0"
16636.52,98225.08,525.59,390.22,65535,3,5,0.0256,0.7004,"2"
47945.31,2346.95,3000.66,7.43,8192,1,4,0.038,0.0199,"0"
25485.49,2504.54,3044.05,132.44,2048,4,6,0.0287,0.0526,"0"
7693.35,4224.24,1571.67,123.64,65535,2,8,0.0415,0.1094,"0"
25363.76,3238.28,7181.89,267.88,1024,188,5,0.0374,0.0454,"1"
37187.43,3217.45,6660.64,50.29,16384,1,8,0.0107,0.1381,"0"
47181.65,29893.78,4183.7,376.04,2048,4,3,0.0356,0.9833,"2"
20351.79,4520.76,1407.46,22.64,8192,3,1,0.3103,0.0046,"3"
164914.45,3442,1581.73,68.92,2048,5,6,0.0244,0.1452,"0"
24616.89,4593.49,3411.4,55.79,1024,4,5,0.0188,0.108,"0"
20262.88,18611.52,4300.26,849.2,4096,1,4,0.0303,0.9079,"2"
64609.49,2537.69,2457.7,29.39,65535,1,8,0.0492,0.1345,"0"
56247.48,957.52,5904.04,75.48,2048,86,6,0.0403,0.1354,"1"
31397.47,5183.21,8920.3,13.39,1024,1,6,0.0118,0.0622,"0"
115204.92,327.37,142.07,24.06,2048,3,2,4e-04,0.1494,"0"
39823.03,831.37,3074.23,33.53,16384,3,4,0.0093,0.0724,"0"
162.29,2107.61,2704.61,134.6,16384,1,9,0.0054,0.1495,"0"
51172.47,3241.01,8011.77,42.48,8192,1,7,0.0318,0.0931,"0"
39493.88,1839.98,3242.07,130.97,4096,1,4,0.0366,0.0144,"0"
29039.64,1986.38,1067.7,50.02,4096,5,4,0.0044,0.147,"0"
123774.54,3657.95,1675.48,99.22,16384,1,6,0.0232,0.0089,"0"
21064.26,2078.01,4148.24,42.57,8192,3,7,0.3736,0.1267,"3"
210198.01,5037.01,964.78,87.19,4096,3,4,0.0022,0.1502,"0"
71786.99,3626.41,4096.23,62.11,4096,1,3,0.0062,0.0744,"0"
38639.03,3076.83,4403.01,138.16,65535,0,6,0.0103,0.1915,"0"
96311.26,4334.23,2769.88,87.87,16384,1,2,0.0177,0.1669,"0"
15030.99,2551.79,1341.99,89.69,8192,0,6,0.0055,0.0611,"0"
75110.09,2123.7,5005.03,59.24,65535,2,5,0.0318,0.0288,"0"
187085.38,1030.39,5367.62,53.61,65535,4,6,0.0088,0.1899,"0"
61240.75,8022.33,5194.78,116.89,16384,0,7,0.0415,0.0806,"0"
5073.09,73882.76,5969.96,924.36,2048,1,5,0.0074,0.9114,"2"
97402.84,849.69,4300.46,15.49,16384,2,5,0.0299,0.0783,"0"
36435.61,979.79,7219.69,107.01,16384,100,3,0.0219,0.1545,"1"
71113.36,1731.06,634.23,133.62,16384,2,2,0.003,0.0866,"0"
36102.03,5615.83,1381.1,31.13,16384,2,4,0.0467,0.1709,"0"
3137.28,8121.06,1579.9,74.49,4096,4,7,0.0396,0.1164,"0"
5686.48,33268.76,6156.16,581.36,2048,4,4,0.0127,0.7258,"2"
5240.07,3284.18,2341.11,30.62,65535,1,5,0.0422,0.0017,"0"
27065.3,3608.85,2991.1,132.24,65535,1,5,0.3118,0.1466,"3"
5697.03,4855.4,6890.08,40.15,65535,1,4,0.0212,0.173,"0"
16651.48,6373.28,2450.86,16.61,2048,2,1,0.0236,0.1538,"0"
31863.41,573.48,3756.42,7.27,16384,4,4,0.026,0.142,"0"
28589.32,532.7,6213.5,92.81,8192,3,4,0.0289,0.0989,"0"
81849.4,734.34,5034.15,117.1,1024,4,5,0.0282,0.1586,"0"
16612.58,2476.9,651.7,64.65,1024,2,3,0.0462,0.19,"0"
6207.37,7424.4,2263.21,103.93,2048,100,3,0.0297,0.0216,"1"
238868.72,1918.51,3456.08,8.55,1024,2,4,0.0056,0.1271,"0"
103168.51,3313.23,8694.72,7.4,65535,1,4,0.0199,0.0094,"0"
24715.66,5014.5,5931.75,208.09,65535,34,3,0.0397,0.0043,"1"
4474.63,1386.84,2148.48,297.02,16384,146,7,0.0416,0.1616,"1"
32761.21,21675.75,3569.14,411.75,65535,5,4,0.0352,0.8623,"2"
8160.66,10813.84,3664.97,132.8,4096,0,6,0.0332,0.0476,"0"
1914.86,62456.54,4699.89,528.69,2048,0,1,0.0247,0.9026,"2"
4559.27,64857.12,5835.17,613.37,2048,2,2,0.0279,0.9885,"2"
32823.68,4066.53,2482.56,168.93,2048,40,3,0.0258,0.0274,"1"
117797.1,4156.15,2298.47,102.05,1024,1,1,0.0181,0.1591,"0"
54529.81,3801.97,2959.53,106.9,1024,1,3,0.0345,0.1875,"0"
38532.45,1414.43,10455.73,31.3,16384,0,7,0.0264,0.1238,"0"
18020.1,2474.34,4659.36,119.88,4096,61,7,0.0488,0.0818,"1"
970.51,65464.42,5876.85,569.38,1024,3,6,0.0282,0.9586,"2"
246168.06,3418.67,2733.42,135.71,2048,1,5,0.0216,0.0315,"0"
240165.83,915.32,1823.76,67.17,65535,1,5,0.001,0.1595,"0"
5571.51,13561.05,3439.29,513.44,16384,0,5,0.0133,0.9831,"2"
51900.22,4011.43,649.21,138.35,1024,2,6,0.0447,0.0777,"0"
69796.01,1012.96,2138.13,299.72,4096,71,6,0.0172,0.1436,"1"
7474.91,2058.49,6986.47,102.83,4096,4,5,0.0377,0.157,"0"
8251.2,1995.81,476.57,95.83,4096,3,4,0.2068,0.0734,"3"
7877.61,182.8,2844.02,92.2,8192,3,5,0.2729,0.1231,"3"
18349.03,3181.4,3559.86,84.49,4096,2,4,0.0463,0.0552,"0"
14188.66,4513.28,2949.2,46.27,8192,0,7,0.049,0.057,"0"
102884.85,3663.4,3861.83,126.79,8192,1,2,0.029,0.0543,"0"
46799.29,1067.66,2919.12,146.9,2048,2,6,0.0442,0.1466,"0"
94752.83,1922.72,11310.42,15.08,65535,2,8,0.0029,0.0288,"0"
18478.16,10232.05,2301.61,33.55,65535,2,7,0.0448,0.1506,"0"
6578.44,51278.51,1579.95,661.72,16384,2,5,0.0133,0.9797,"2"
180026.79,6874.29,1711.85,97.03,2048,2,5,0.025,0.1461,"0"
60169.58,790.71,1355.37,43.09,16384,2,7,0.0436,0.1981,"0"
22410.47,5853.4,3608.69,63.07,4096,35,4,0.0337,0.0285,"1"
47290.21,98873.02,5102.55,360.79,8192,1,7,0.0471,0.9636,"2"
26461.31,2742.19,5865,95.92,65535,0,7,0.0025,0.0772,"0"
110364.38,83908.88,434.63,752.34,4096,1,4,0.0161,0.8247,"2"
6679.74,5779.71,12910.38,149.7,1024,2,10,0.0356,0.0213,"0"
47031.5,3982.84,1777.56,76.23,4096,2,3,0.014,0.0986,"0"
16024.01,2116.41,229.25,117.22,2048,2,10,0.0469,0.0999,"0"
14486.19,1889.68,1527.84,104.23,4096,37,6,0.0074,0.085,"1"
46517.44,979.04,4205.95,93.2,2048,2,4,0.01,0.1711,"0"
10117.7,4429.5,117.63,138.78,8192,2,5,0.0099,0.174,"0"
6668.21,6282.92,8343.44,2.75,65535,3,1,0.3767,0.1992,"3"
41826.07,2276.31,4660.97,104.69,16384,2,0,0.0025,0.0058,"0"
5037.08,64730.82,1453.48,661.73,65535,3,6,0.0174,0.8456,"2"
2309.17,2306.86,2837.71,30.77,2048,4,6,0.0403,0.0043,"0"
14260.32,5038.92,4091.67,26.6,4096,1,7,0.0276,0.0978,"0"
6339.49,2849.03,810.81,21.73,1024,4,5,0.0241,0.0628,"0"
26029.77,1867.59,10083.43,13.54,16384,1,4,0.1014,0.1189,"3"
46714.51,5964.8,4105.7,74.07,1024,0,5,0.0061,0.1731,"0"
10574.49,1746.79,8013.05,1.54,65535,2,4,0.036,0.0101,"0"
115482.2,3717.3,2402.4,9.26,65535,2,3,0.0234,0.0715,"0"
46034.5,5376.4,5906.68,62.23,8192,2,6,0.0364,0.0791,"0"
103770.63,183.32,3371.14,57.42,65535,1,8,0.0415,0.0139,"0"
68631.89,2928.54,918.47,30.13,8192,3,5,0.0322,0.0478,"0"
23181.91,2228.68,4217.3,53.33,65535,3,6,0.0071,0.039,"0"
66509.41,511.58,1808.04,124.02,1024,4,7,0,0.1314,"0"
155553.35,2183.72,885.25,77.69,2048,200,7,0.0122,0.0693,"1"
32651.59,1599.83,977.42,55.2,2048,1,4,0.0342,0.0162,"0"
104472.95,1075.17,1405.62,110.69,8192,1,7,0.0074,0.0893,"0"
8393.1,3215,4263.29,92.46,65535,1,1,0.0051,0.0022,"0"
121804.73,1269.54,7550.24,7.51,2048,3,3,0.0426,0.1806,"0"
38179.67,5869.31,7079.93,145.97,2048,2,2,0.0135,0.1567,"0"
433.39,595.81,8067.85,78.69,1024,1,10,0.0023,0.0937,"0"
115019.07,1763.27,4447.56,299.09,8192,90,6,0.0033,0.0621,"1"
43760.92,6824.97,2518.95,157.75,16384,123,5,0.0448,0.0036,"1"
76720.45,3607.75,3046.2,55.55,1024,2,7,0.0379,0.1532,"0"
190640.71,2083.46,2232.96,128.64,65535,3,5,0.0497,0.0728,"0"
160478.88,24671.81,5042.87,302.37,8192,0,2,0.0114,0.7201,"2"
33535.45,2819.03,6212.6,4.98,8192,0,3,0.0126,0.1506,"0"
9292.09,1095.61,1344.78,51.05,2048,2,3,0.0026,0.1244,"0"
177402.52,2868.58,2282.06,50.59,8192,8,4,0.0357,0.1589,"0"
7919.89,2987.19,8531.14,63.55,8192,1,10,0.1412,0.1506,"3"
579.43,4842.57,1993.1,17.13,16384,1,5,0.0216,0.0087,"0"
102621.54,3229.79,1809.66,11.48,4096,2,1,0.0261,0.1096,"0"
128529,43945.46,3439.35,588.89,8192,3,2,0.0269,0.7647,"2"
33003.55,1123.96,10929.25,30.73,16384,1,10,0.0479,0.1571,"0"
82553.76,85172.41,2129.06,526.42,2048,2,7,0.0384,0.8377,"2"
28078.41,3241.41,10132.58,62.52,65535,1,3,0.347,0.1396,"3"
3542.51,4486.74,9946.18,3.31,4096,3,3,0.0126,0.1949,"0"
4052.61,5281.03,933.96,48.31,8192,0,7,0.0261,0.1219,"0"
152503.02,1245.39,9535.9,62.23,8192,0,5,0.0494,0.0256,"0"
92695.45,5012.9,6786.17,122.96,65535,2,8,8e-04,0.1873,"0"
24954.55,3424.68,2107.99,156.71,2048,108,5,0.013,0.1553,"1"
8427.15,1220.42,9325.95,101.21,16384,1,7,0.0462,0.1235,"0"
102759,5015.92,3683.05,127.64,8192,1,4,0.0227,0.1496,"0"
8132.16,968.97,5470.91,139.25,2048,2,8,0.2117,0.0988,"3"
19749.71,2055.4,366.94,267.94,1024,35,2,0.0496,0.1852,"1"
138225.88,3238.45,266.73,268.12,65535,62,2,0.0289,0.1076,"1"
20302.36,300.64,4571.76,135.12,2048,0,3,0.0409,0.0216,"0"
9265.06,1823.55,832.88,279.84,8192,51,4,0.0317,0.0646,"1"
8141.48,3211.48,1391.51,21.7,8192,0,6,0.0434,0.084,"0"
79701.35,5331.02,2032.01,144.15,1024,3,6,0.0017,0.1612,"0"
3735.21,4131.1,5780,149.68,16384,3,9,0.0223,0.0931,"0"
170401.68,2012.48,7103.38,100.1,2048,3,2,0.0138,0.0846,"0"
41955.85,2543.6,10195.94,172.31,8192,162,5,0.0366,0.1629,"1"
33731.69,97399.91,2273.65,514.17,1024,5,5,0.0357,0.9045,"2"
2620.28,1284.56,2656.9,53.45,8192,0,7,0.0278,0.1445,"0"
23161.31,408.76,1921.07,63.73,8192,2,1,0.0406,0.0409,"0"
97479.82,4445.08,3262.29,142.03,2048,0,7,0.032,0.0984,"0"
8688.13,1003.78,2167.23,97.14,4096,1,6,0.0133,0.0383,"0"
985.44,3408.06,3089.3,57.42,1024,2,4,0.0065,0.0573,"0"
38451.42,2280.74,4122.24,123.28,16384,4,4,0.0167,0.1433,"0"
117003.88,3089.6,118.21,144.94,1024,1,4,0.0401,0.1092,"0"
22010.32,633.23,1840.12,143.99,2048,3,5,0.0228,0.1698,"0"
14074.75,3115.97,3286.78,104.76,65535,4,3,0.0134,0.0103,"0"
10558.08,1642.32,4772.55,55.59,8192,0,5,0.0488,0.1473,"0"
78292.78,195.77,1173.16,66.88,8192,1,7,0.0291,0.1357,"0"
2538.15,1586.37,4988.13,128.96,65535,1,2,0.0037,0.0435,"0"
18880.55,710.32,2605.26,14.66,65535,5,4,0.0241,0.1605,"0"
64471.68,3179.11,2901.29,19.18,8192,1,6,0.0323,0.1604,"0"
23391.48,48006.14,3130.53,212.83,16384,0,5,0.029,0.9941,"2"
43888.98,825.87,6297.74,26.18,8192,0,3,0.0364,0.1716,"0"
18369.78,3845.39,329.87,57.99,8192,3,4,0.0373,0.0215,"0"
2250.64,781.96,1499.45,61.97,4096,3,5,0.0273,0.1101,"0"
3410.43,5958.94,3752.69,76.57,4096,84,9,0.0206,0.0309,"1"
36208.4,1823.16,3003.85,122.98,4096,3,7,0.0463,0.1695,"0"
4558.69,8387.06,4588.01,27.49,65535,2,4,0.0145,0.1886,"0"
96568.19,52519.53,1319.07,222.61,1024,3,6,0.0028,0.9166,"2"
92272.58,1996.73,7964.85,75.78,8192,3,3,0.007,0.0757,"0"
34976.68,1865.73,3268.13,2.89,4096,0,6,0.0231,0.1346,"0"
110661.09,4866.65,2170.83,114.93,16384,1,10,0.0277,0.1802,"0"
108484.6,976.77,551.64,97.69,8192,2,2,0.0345,0.082,"0"
24099.31,7648.88,1372.1,14.06,8192,2,5,0.3829,0.0955,"3"
215168.3,2349.75,1306.84,104.4,2048,1,8,0.0242,0.0894,"0"
152801.8,1734.05,3233.04,113.8,16384,1,7,0.036,0.116,"0"
22348.66,1126.9,2871.1,21.75,65535,4,5,0.0272,0.0987,"0"
5045.27,2187.99,8762.42,147.02,16384,1,6,0.0102,0.0327,"0"
3458.26,7394.41,8011.33,6.8,1024,0,4,0.0425,0.0154,"0"
21348.31,6876.75,1441.36,11.93,8192,1,4,0.0479,0.0991,"0"
18460.85,6620.11,326.29,124.88,16384,3,5,0.0463,0.0057,"0"
181353.31,688.46,2540.2,27.89,1024,6,2,0.0163,0.1015,"0"
11676.95,1138.8,3025.6,129.41,8192,4,5,0.0362,0.0258,"0"
25150.62,2074.97,3533.06,281.92,2048,64,4,0.043,0.0077,"1"
22184.25,7024.43,2286.6,2.96,16384,3,5,0.0154,0.0134,"0"
NA,814.27,3508.12,93.14,2048,5,6,0.0097,0.0014,"0"
97491.88,2499.15,636.39,91.68,8192,0,2,0.0413,0.0406,"0"
